"CLAIM_ID","POLICY_ID","CUSTOMER_ID","CLAIM_DATE","CLAIM_TYPE","CLAIM_STATUS","CLAIM_AMOUNT","APPROVED_AMOUNT","FRAUD_FLAG","FRAUD_SCORE","ASSIGNED_ADJUSTER","RESOLUTION_DATE","DAYS_TO_RESOLVE","FRICTION_POINT","PRIORITY","CREATED_AT"
"CLM-00295","POL-00095","CUST-00144","2026-08-28","Theft","Under Investigation",36637.00,,false,0.2,"Christopher Lee",,,"System processing delay","Medium","2026-09-08 22:19:51.793"
"CLM-00296","POL-00156","CUST-00112","2026-04-16","Medical","Approved",6261.00,43774.00,false,0.52,"Sarah Johnson","2026-08-24",2,"Missing documentation","Low","2026-09-08 22:19:51.793"
"CLM-00297","POL-00118","CUST-00044","2026-08-15","Property Damage","Closed",22011.00,54973.00,false,0.03,"Michael Chen","2026-09-07",35,"Adjuster backlog","High","2026-09-08 22:19:51.793"
"CLM-00298","POL-00227","CUST-00184","2026-02-14","Liability","Denied",58423.00,,false,0.28,"Emily Rodriguez","2026-08-19",37,"Third-party delay","Medium","2026-09-08 22:19:51.793"
"CLM-00299","POL-00072","CUST-00112","2026-05-02","Natural Disaster","Escalated",54560.00,,true,0.76,"David Kim",,,"Policy verification pending","Low","2026-09-08 22:19:51.793"
"CLM-00300","POL-00180","CUST-00095","2025-12-30","Accident","Open",44395.00,,false,0.23,"Jessica Williams",,,"Medical records awaited","High","2026-09-08 22:19:51.793"
"CLM-00301","POL-00035","CUST-00185","2025-11-24","Theft","Under Investigation",29583.00,,false,0.53,"Robert Taylor",,,"Investigation required","Medium","2026-09-08 22:19:51.793"
"CLM-00302","POL-00036","CUST-00132","2025-12-29","Medical","Approved",1619.00,29199.00,false,0.12,"Amanda Martinez","2026-08-11",21,"Customer unresponsive","Low","2026-09-08 22:19:51.793"
"CLM-00303","POL-00037","CUST-00129","2025-11-10","Property Damage","Closed",43984.00,51095.00,true,0.96,"Christopher Lee","2026-08-30",27,"System processing delay","High","2026-09-08 22:19:51.793"
"CLM-00304","POL-00063","CUST-00037","2026-05-07","Liability","Denied",27872.00,,false,0.45,"Sarah Johnson","2026-08-29",15,"Missing documentation","Medium","2026-09-08 22:19:51.793"
"CLM-00305","POL-00107","CUST-00158","2026-03-12","Natural Disaster","Escalated",22540.00,,false,0.14,"Michael Chen",,,"Adjuster backlog","Low","2026-09-08 22:19:51.793"
"CLM-00306","POL-00037","CUST-00068","2025-10-03","Accident","Open",23984.00,,false,0.07,"Emily Rodriguez",,,"Third-party delay","High","2026-09-08 22:19:51.793"
"CLM-00307","POL-00130","CUST-00143","2026-06-02","Theft","Under Investigation",11275.00,,true,0.95,"David Kim",,,"Policy verification pending","Medium","2026-09-08 22:19:51.793"
"CLM-00308","POL-00293","CUST-00119","2025-10-23","Medical","Approved",9236.00,30280.00,false,0.18,"Jessica Williams","2026-08-19",21,"Medical records awaited","Low","2026-09-08 22:19:51.793"
"CLM-00309","POL-00119","CUST-00051","2026-02-02","Property Damage","Closed",67617.00,21617.00,false,0.09,"Robert Taylor","2026-09-06",24,"Investigation required","High","2026-09-08 22:19:51.793"
"CLM-00310","POL-00028","CUST-00092","2025-12-21","Liability","Denied",16024.00,,false,0.19,"Amanda Martinez","2026-09-06",16,"Customer unresponsive","Medium","2026-09-08 22:19:51.793"
"CLM-00311","POL-00106","CUST-00169","2026-07-17","Natural Disaster","Escalated",2594.00,,false,0.04,"Christopher Lee",,,"System processing delay","Low","2026-09-08 22:19:51.793"
"CLM-00312","POL-00107","CUST-00171","2026-06-29","Accident","Open",74342.00,,false,0.32,"Sarah Johnson",,,"Missing documentation","High","2026-09-08 22:19:51.793"
"CLM-00313","POL-00007","CUST-00137","2025-10-20","Theft","Under Investigation",15900.00,,false,0.14,"Michael Chen",,,"Adjuster backlog","Medium","2026-09-08 22:19:51.793"
"CLM-00314","POL-00061","CUST-00176","2026-01-09","Medical","Approved",25175.00,5089.00,false,0.03,"Emily Rodriguez","2026-08-10",4,"Third-party delay","Low","2026-09-08 22:19:51.793"
"CLM-00315","POL-00166","CUST-00164","2025-11-06","Property Damage","Closed",47568.00,28298.00,false,0.26,"David Kim","2026-08-21",42,"Policy verification pending","High","2026-09-08 22:19:51.793"
"CLM-00316","POL-00070","CUST-00170","2025-12-06","Liability","Denied",10495.00,,false,0.17,"Jessica Williams","2026-08-20",23,"Medical records awaited","Medium","2026-09-08 22:19:51.793"
"CLM-00317","POL-00031","CUST-00131","2026-03-02","Natural Disaster","Escalated",17324.00,,false,0.47,"Robert Taylor",,,"Investigation required","Low","2026-09-08 22:19:51.793"
"CLM-00318","POL-00059","CUST-00198","2026-09-04","Accident","Open",22740.00,,false,0.11,"Amanda Martinez",,,"Customer unresponsive","High","2026-09-08 22:19:51.793"
"CLM-00319","POL-00100","CUST-00178","2026-05-01","Theft","Under Investigation",35653.00,,true,0.79,"Christopher Lee",,,"System processing delay","Medium","2026-09-08 22:19:51.793"
"CLM-00320","POL-00267","CUST-00114","2026-04-21","Medical","Approved",68960.00,27909.00,false,0.23,"Sarah Johnson","2026-08-16",24,"Missing documentation","Low","2026-09-08 22:19:51.793"
"CLM-00321","POL-00000","CUST-00030","2026-02-06","Property Damage","Closed",4281.00,41649.00,false,0.49,"Michael Chen","2026-09-01",14,"Adjuster backlog","High","2026-09-08 22:19:51.793"
"CLM-00322","POL-00212","CUST-00198","2026-05-09","Liability","Denied",17510.00,,false,0.37,"Emily Rodriguez","2026-08-30",38,"Third-party delay","Medium","2026-09-08 22:19:51.793"
"CLM-00323","POL-00098","CUST-00161","2025-09-29","Natural Disaster","Escalated",15264.00,,false,0.54,"David Kim",,,"Policy verification pending","Low","2026-09-08 22:19:51.793"
"CLM-00324","POL-00089","CUST-00194","2026-05-27","Accident","Open",49619.00,,true,0.68,"Jessica Williams",,,"Medical records awaited","High","2026-09-08 22:19:51.793"
"CLM-00325","POL-00069","CUST-00144","2025-11-21","Theft","Under Investigation",36961.00,,false,0.49,"Robert Taylor",,,"Investigation required","Medium","2026-09-08 22:19:51.793"
"CLM-00326","POL-00148","CUST-00191","2026-05-03","Medical","Approved",22614.00,50111.00,false,0.21,"Amanda Martinez","2026-08-21",30,"Customer unresponsive","Low","2026-09-08 22:19:51.793"
"CLM-00327","POL-00235","CUST-00089","2025-12-02","Property Damage","Closed",33522.00,27657.00,true,0.98,"Christopher Lee","2026-08-27",2,"System processing delay","High","2026-09-08 22:19:51.793"
"CLM-00328","POL-00086","CUST-00004","2026-04-17","Liability","Denied",34737.00,,false,0.32,"Sarah Johnson","2026-08-16",9,"Missing documentation","Medium","2026-09-08 22:19:51.793"
"CLM-00329","POL-00293","CUST-00192","2025-10-02","Natural Disaster","Escalated",11815.00,,false,0.46,"Michael Chen",,,"Adjuster backlog","Low","2026-09-08 22:19:51.793"
"CLM-00330","POL-00015","CUST-00080","2026-05-02","Accident","Open",53783.00,,false,0.02,"Emily Rodriguez",,,"Third-party delay","High","2026-09-08 22:19:51.793"
"CLM-00331","POL-00187","CUST-00106","2025-09-29","Theft","Under Investigation",3717.00,,false,0.16,"David Kim",,,"Policy verification pending","Medium","2026-09-08 22:19:51.793"
"CLM-00332","POL-00033","CUST-00184","2025-11-01","Medical","Approved",46420.00,34888.00,false,0.44,"Jessica Williams","2026-09-04",25,"Medical records awaited","Low","2026-09-08 22:19:51.793"
"CLM-00333","POL-00200","CUST-00110","2026-08-23","Property Damage","Closed",45524.00,34938.00,false,0.17,"Robert Taylor","2026-08-15",10,"Investigation required","High","2026-09-08 22:19:51.793"
"CLM-00334","POL-00085","CUST-00095","2026-03-07","Liability","Denied",60292.00,,false,0.16,"Amanda Martinez","2026-08-15",16,"Customer unresponsive","Medium","2026-09-08 22:19:51.793"
"CLM-00335","POL-00050","CUST-00169","2025-09-25","Natural Disaster","Escalated",73763.00,,true,0.88,"Christopher Lee",,,"System processing delay","Low","2026-09-08 22:19:51.793"
"CLM-00336","POL-00096","CUST-00179","2026-06-10","Accident","Open",1005.00,,false,0.31,"Sarah Johnson",,,"Missing documentation","High","2026-09-08 22:19:51.793"
"CLM-00337","POL-00237","CUST-00111","2025-09-28","Theft","Under Investigation",23152.00,,false,0.48,"Michael Chen",,,"Adjuster backlog","Medium","2026-09-08 22:19:51.793"
"CLM-00338","POL-00204","CUST-00017","2026-03-26","Medical","Approved",29556.00,34271.00,false,0.46,"Emily Rodriguez","2026-08-20",42,"Third-party delay","Low","2026-09-08 22:19:51.793"
"CLM-00339","POL-00056","CUST-00199","2026-06-07","Property Damage","Closed",29931.00,17021.00,true,0.78,"David Kim","2026-08-24",24,"Policy verification pending","High","2026-09-08 22:19:51.793"
"CLM-00340","POL-00103","CUST-00131","2026-06-08","Liability","Denied",43883.00,,false,0.06,"Jessica Williams","2026-09-07",13,"Medical records awaited","Medium","2026-09-08 22:19:51.793"
"CLM-00341","POL-00184","CUST-00176","2026-05-31","Natural Disaster","Escalated",69437.00,,false,0.14,"Robert Taylor",,,"Investigation required","Low","2026-09-08 22:19:51.793"
"CLM-00342","POL-00028","CUST-00144","2026-03-06","Accident","Open",51465.00,,true,0.93,"Amanda Martinez",,,"Customer unresponsive","High","2026-09-08 22:19:51.793"
"CLM-00343","POL-00016","CUST-00081","2026-05-28","Theft","Under Investigation",62374.00,,false,0.5,"Christopher Lee",,,"System processing delay","Medium","2026-09-08 22:19:51.793"
"CLM-00344","POL-00189","CUST-00093","2026-06-05","Medical","Approved",30431.00,39366.00,false,0.36,"Sarah Johnson","2026-08-17",45,"Missing documentation","Low","2026-09-08 22:19:51.793"
"CLM-00345","POL-00158","CUST-00132","2025-11-09","Property Damage","Closed",3102.00,25777.00,false,0.46,"Michael Chen","2026-09-05",37,"Adjuster backlog","High","2026-09-08 22:19:51.793"
"CLM-00346","POL-00276","CUST-00097","2026-03-12","Liability","Denied",64604.00,,false,0.36,"Emily Rodriguez","2026-09-06",5,"Third-party delay","Medium","2026-09-08 22:19:51.793"
"CLM-00347","POL-00032","CUST-00036","2026-04-13","Natural Disaster","Escalated",20042.00,,false,0.46,"David Kim",,,"Policy verification pending","Low","2026-09-08 22:19:51.793"
"CLM-00348","POL-00122","CUST-00010","2025-11-30","Accident","Open",11776.00,,false,0.13,"Jessica Williams",,,"Medical records awaited","High","2026-09-08 22:19:51.793"
"CLM-00349","POL-00117","CUST-00095","2026-03-28","Theft","Under Investigation",29622.00,,false,0.51,"Robert Taylor",,,"Investigation required","Medium","2026-09-08 22:19:51.793"
"CLM-00350","POL-00201","CUST-00041","2025-10-24","Medical","Approved",70478.00,42734.00,false,0.3,"Amanda Martinez","2026-08-28",2,"Customer unresponsive","Low","2026-09-08 22:19:51.793"
"CLM-00351","POL-00000","CUST-00023","2026-05-15","Property Damage","Closed",27180.00,46604.00,true,0.71,"Christopher Lee","2026-08-24",36,"System processing delay","High","2026-09-08 22:19:51.793"
"CLM-00352","POL-00151","CUST-00117","2026-05-14","Liability","Denied",10559.00,,false,0.52,"Sarah Johnson","2026-08-26",17,"Missing documentation","Medium","2026-09-08 22:19:51.793"
"CLM-00353","POL-00265","CUST-00062","2026-06-07","Natural Disaster","Escalated",44320.00,,false,0.15,"Michael Chen",,,"Adjuster backlog","Low","2026-09-08 22:19:51.793"
"CLM-00354","POL-00262","CUST-00098","2026-04-25","Accident","Open",26232.00,,false,0.14,"Emily Rodriguez",,,"Third-party delay","High","2026-09-08 22:19:51.793"
"CLM-00355","POL-00287","CUST-00148","2026-01-14","Theft","Under Investigation",35650.00,,false,0.09,"David Kim",,,"Policy verification pending","Medium","2026-09-08 22:19:51.793"
"CLM-00356","POL-00169","CUST-00088","2026-05-12","Medical","Approved",30658.00,36248.00,false,0.51,"Jessica Williams","2026-09-02",26,"Medical records awaited","Low","2026-09-08 22:19:51.793"
"CLM-00357","POL-00093","CUST-00052","2025-09-10","Property Damage","Closed",3544.00,24240.00,false,0.41,"Robert Taylor","2026-08-20",26,"Investigation required","High","2026-09-08 22:19:51.793"
"CLM-00358","POL-00214","CUST-00119","2026-05-03","Liability","Denied",38338.00,,false,0.16,"Amanda Martinez","2026-08-20",33,"Customer unresponsive","Medium","2026-09-08 22:19:51.793"
"CLM-00359","POL-00150","CUST-00124","2025-09-18","Natural Disaster","Escalated",51556.00,,true,0.67,"Christopher Lee",,,"System processing delay","Low","2026-09-08 22:19:51.793"
"CLM-00360","POL-00292","CUST-00077","2026-05-27","Accident","Open",70645.00,,false,0.14,"Sarah Johnson",,,"Missing documentation","High","2026-09-08 22:19:51.793"
"CLM-00361","POL-00242","CUST-00129","2026-02-09","Theft","Under Investigation",39468.00,,false,0.38,"Michael Chen",,,"Adjuster backlog","Medium","2026-09-08 22:19:51.793"
"CLM-00362","POL-00072","CUST-00094","2025-09-23","Medical","Approved",32114.00,7249.00,true,0.71,"Emily Rodriguez","2026-08-28",10,"Third-party delay","Low","2026-09-08 22:19:51.793"
"CLM-00363","POL-00087","CUST-00122","2026-03-27","Property Damage","Closed",49847.00,24040.00,false,0.38,"David Kim","2026-08-23",31,"Policy verification pending","High","2026-09-08 22:19:51.793"
"CLM-00364","POL-00125","CUST-00108","2026-03-26","Liability","Denied",3312.00,,false,0.21,"Jessica Williams","2026-09-06",23,"Medical records awaited","Medium","2026-09-08 22:19:51.793"
"CLM-00365","POL-00293","CUST-00027","2026-05-22","Natural Disaster","Escalated",32731.00,,false,0.33,"Robert Taylor",,,"Investigation required","Low","2026-09-08 22:19:51.793"
"CLM-00366","POL-00051","CUST-00095","2026-06-22","Accident","Open",20028.00,,false,0.05,"Amanda Martinez",,,"Customer unresponsive","High","2026-09-08 22:19:51.793"
"CLM-00367","POL-00246","CUST-00001","2026-07-01","Theft","Under Investigation",27243.00,,false,0.18,"Christopher Lee",,,"System processing delay","Medium","2026-09-08 22:19:51.793"
"CLM-00368","POL-00138","CUST-00030","2026-01-29","Medical","Approved",61608.00,47488.00,false,0.03,"Sarah Johnson","2026-09-06",32,"Missing documentation","Low","2026-09-08 22:19:51.793"
"CLM-00369","POL-00262","CUST-00132","2026-02-05","Property Damage","Closed",32201.00,4552.00,false,0.5,"Michael Chen","2026-08-17",13,"Adjuster backlog","High","2026-09-08 22:19:51.793"
"CLM-00370","POL-00257","CUST-00058","2026-02-04","Liability","Denied",1130.00,,false,0.48,"Emily Rodriguez","2026-08-17",13,"Third-party delay","Medium","2026-09-08 22:19:51.793"
"CLM-00371","POL-00274","CUST-00115","2026-04-09","Natural Disaster","Escalated",45987.00,,false,0.32,"David Kim",,,"Policy verification pending","Low","2026-09-08 22:19:51.793"
"CLM-00372","POL-00282","CUST-00086","2025-09-23","Accident","Open",14463.00,,true,0.76,"Jessica Williams",,,"Medical records awaited","High","2026-09-08 22:19:51.793"
"CLM-00373","POL-00197","CUST-00110","2026-07-27","Theft","Under Investigation",17945.00,,false,0.38,"Robert Taylor",,,"Investigation required","Medium","2026-09-08 22:19:51.793"
"CLM-00374","POL-00095","CUST-00193","2026-03-02","Medical","Approved",17153.00,46739.00,false,0.34,"Amanda Martinez","2026-08-12",38,"Customer unresponsive","Low","2026-09-08 22:19:51.793"
"CLM-00375","POL-00116","CUST-00172","2025-10-07","Property Damage","Closed",36707.00,1779.00,true,0.71,"Christopher Lee","2026-08-21",38,"System processing delay","High","2026-09-08 22:19:51.793"
"CLM-00376","POL-00229","CUST-00170","2026-07-15","Liability","Denied",52009.00,,false,0.44,"Sarah Johnson","2026-08-12",30,"Missing documentation","Medium","2026-09-08 22:19:51.793"
"CLM-00377","POL-00036","CUST-00065","2026-03-27","Natural Disaster","Escalated",70322.00,,false,0.47,"Michael Chen",,,"Adjuster backlog","Low","2026-09-08 22:19:51.793"
"CLM-00378","POL-00145","CUST-00014","2025-12-20","Accident","Open",30954.00,,false,0.42,"Emily Rodriguez",,,"Third-party delay","High","2026-09-08 22:19:51.793"
"CLM-00379","POL-00256","CUST-00003","2026-06-07","Theft","Under Investigation",54765.00,,false,0.3,"David Kim",,,"Policy verification pending","Medium","2026-09-08 22:19:51.793"
"CLM-00380","POL-00142","CUST-00004","2026-03-28","Medical","Approved",33791.00,15163.00,false,0.06,"Jessica Williams","2026-08-23",21,"Medical records awaited","Low","2026-09-08 22:19:51.793"
"CLM-00381","POL-00061","CUST-00054","2026-07-12","Property Damage","Closed",10841.00,49027.00,false,0.28,"Robert Taylor","2026-08-15",5,"Investigation required","High","2026-09-08 22:19:51.793"
"CLM-00382","POL-00233","CUST-00080","2026-05-16","Liability","Denied",67826.00,,false,0.17,"Amanda Martinez","2026-08-27",4,"Customer unresponsive","Medium","2026-09-08 22:19:51.793"
"CLM-00383","POL-00203","CUST-00109","2026-01-22","Natural Disaster","Escalated",40296.00,,false,0.06,"Christopher Lee",,,"System processing delay","Low","2026-09-08 22:19:51.793"
"CLM-00384","POL-00202","CUST-00029","2026-01-06","Accident","Open",64263.00,,false,0.18,"Sarah Johnson",,,"Missing documentation","High","2026-09-08 22:19:51.793"
"CLM-00385","POL-00212","CUST-00043","2026-06-09","Theft","Under Investigation",65287.00,,false,0.54,"Michael Chen",,,"Adjuster backlog","Medium","2026-09-08 22:19:51.793"
"CLM-00386","POL-00232","CUST-00089","2025-11-26","Medical","Approved",30290.00,32568.00,false,0.42,"Emily Rodriguez","2026-09-05",37,"Third-party delay","Low","2026-09-08 22:19:51.793"
"CLM-00387","POL-00022","CUST-00091","2026-06-02","Property Damage","Closed",12534.00,3826.00,false,0.06,"David Kim","2026-08-10",27,"Policy verification pending","High","2026-09-08 22:19:51.793"
"CLM-00388","POL-00038","CUST-00198","2025-09-21","Liability","Denied",73402.00,,false,0.32,"Jessica Williams","2026-08-14",45,"Medical records awaited","Medium","2026-09-08 22:19:51.793"
"CLM-00389","POL-00191","CUST-00046","2026-02-21","Natural Disaster","Escalated",22521.00,,false,0.22,"Robert Taylor",,,"Investigation required","Low","2026-09-08 22:19:51.793"
"CLM-00390","POL-00171","CUST-00034","2025-11-27","Accident","Open",66445.00,,false,0.23,"Amanda Martinez",,,"Customer unresponsive","High","2026-09-08 22:19:51.793"
"CLM-00391","POL-00032","CUST-00049","2026-04-11","Theft","Under Investigation",32575.00,,true,0.86,"Christopher Lee",,,"System processing delay","Medium","2026-09-08 22:19:51.793"
"CLM-00392","POL-00199","CUST-00078","2026-04-12","Medical","Approved",25789.00,52863.00,false,0.12,"Sarah Johnson","2026-09-02",28,"Missing documentation","Low","2026-09-08 22:19:51.793"
"CLM-00393","POL-00198","CUST-00158","2025-11-13","Property Damage","Closed",50427.00,16941.00,false,0.49,"Michael Chen","2026-08-18",13,"Adjuster backlog","High","2026-09-08 22:19:51.793"
"CLM-00394","POL-00043","CUST-00000","2026-04-20","Liability","Denied",21155.00,,false,0.53,"Emily Rodriguez","2026-08-13",3,"Third-party delay","Medium","2026-09-08 22:19:51.793"
"CLM-00395","POL-00121","CUST-00130","2026-03-12","Natural Disaster","Escalated",5720.00,,false,0.53,"David Kim",,,"Policy verification pending","Low","2026-09-08 22:19:51.793"
"CLM-00396","POL-00159","CUST-00167","2026-06-18","Accident","Open",29780.00,,false,0.02,"Jessica Williams",,,"Medical records awaited","High","2026-09-08 22:19:51.793"
"CLM-00397","POL-00140","CUST-00151","2026-02-17","Theft","Under Investigation",56363.00,,false,0.21,"Robert Taylor",,,"Investigation required","Medium","2026-09-08 22:19:51.793"
"CLM-00398","POL-00222","CUST-00023","2026-09-05","Medical","Approved",74455.00,42483.00,false,0.26,"Amanda Martinez","2026-08-11",30,"Customer unresponsive","Low","2026-09-08 22:19:51.793"
"CLM-00399","POL-00285","CUST-00143","2026-01-19","Property Damage","Closed",31705.00,41537.00,false,0.18,"Christopher Lee","2026-08-15",29,"System processing delay","High","2026-09-08 22:19:51.793"
